web_scraper_order,web_scraper_start_url,pagination-selector,price,data,image
"1770053921-122","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","25.00","สมาร์ทฮาร์ท อาหารแบบซองสำหรับสุนัขโต รสเนื้อวัว แบบชิ้นในน้ำเกรวี่ 130 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/59/88/8850477816459/thumbnail/8850477816459.jpg"
"1770053921-123","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","249.00","สมาร์ทฮาร์ท อาหารสุนัข รสไก่และตับ 3 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/39/88/8850477803039/thumbnail/8850477803039_1.jpg"
"1770053921-124","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","42.00","บิ๊กซี แฮปปี้ ไพรซ์ ขนมสุนัข ซอฟ ด๊อก สติ๊ก รสเนื้อ 60 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/28/88/8852523011528/thumbnail/8852523011528_1-20240201153754-.jpg"
"1770053921-125","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","18.00","วิสกัส เพาซ์ อาหารแมวชนิดเปียก สำหรับแมวโต รสปลาทูน่าและปลาเนื้อขาว 80 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8853301550024/thumbnail/8853301550024_1-20231030102602-.jpg"
"1770053921-126","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","265.00","เพดดิกรี อาหารสุนัขชนิดเม็ด รสเนื้อวัวและผัก 3 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/32/93/9334214022932/thumbnail/9334214022932_1-20230710170846-.jpg"
"1770053921-127","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","205.00","วิสกัส เพาซ์ อาหารแมวเปียกสูตรแมวโต รสปลาซาบะย่าง 80 ก. x 14 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/88/88/8853301013888/thumbnail/8853301013888-20241008153227-.jpg"
"1770053921-128","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","235.00","เพดดิกรี อาหารสุนัขโตแบบเปียก รสไก่และตับในน้ำเกรวี่ 130 ก. แพ็ค 12","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/64/88/8853301530064/thumbnail/8853301530064_2-20230711173516-.jpg"
"1770053921-129","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","23.00","เน็กโกะ คิตเท่น อาหารลูกแมว สูตรทูน่าครีมมี่ผสมปลาแซลมอน 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/03/88/8859160402603/thumbnail/8859160402603.jpg"
"1770053921-130","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","35.00","โฮ่ง โฮ่ง อาหารสุนัขชนิดเปียก รสไก่งวงแบบชิ้นในน้ำเกรวี่ 400 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/09/88/8859160402009/thumbnail/8859160402009_1-20240104193735-.jpg"
"1770053921-131","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","132.00","สมาร์ทฮาร์ท อาหารกระต่ายสำเร็จรูป รสผักและธัญพืช 1 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/13/88/8850477849013/thumbnail/8850477849013_1-20250429141237-.jpg"
"1770053921-132","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","205.00","วิสกัส เพาช์ อาหารแมวเปียก รสปลาทู สำหรับแมวอายุ 1+ ปี 80 ก. แพ็ค 14","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/45/88/8853301014045/thumbnail/8853301014045_1-20240527101644-.jpg"
"1770053921-133","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","235.00","เพดดิกรี อาหารสุนัขชนิดเปียก สำหรับสุนัขโต รสวัวในน้ำเกรวี่ 130 ก. แพ็ค 12","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/71/88/8853301530071/thumbnail/8853301530071_1-20230711173359-.jpg"
"1770053921-134","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","112.00","บิ๊กซี แฮปปี้ ไพรซ์ อาหารแมวชนิดเม็ด สำหรับแมวโต รสปลาทะเล 1.5 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/07/88/8859104006607/thumbnail/8859104006607_3.jpg"
"1770053921-135","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","137.00","ด็อกเฟรนด์ ขนมสุนัข ครั้นชี่สติ๊กรสนม 300 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/71/88/8850537419071/thumbnail/8850537419071_1-20240108134703-.jpg"
"1770053921-136","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","42.00","บิ๊กซี แฮปปี้ ไพรซ์ ด๊อก สติ๊ก รสนมแพะ 40 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/91/88/8852523013591/thumbnail/8852523013591_1-20240306140750-.jpg"
"1770053921-137","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","269.00","ฟริสกี้ส์ อินดอร์ ดีไลท์ อาหารแมวชนิดเม็ด สำหรับแมวเลี้ยงในบ้าน 2.5 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/79/88/8850125072879/thumbnail/8850125072879_1-20240913101106-.jpg"
"1770053921-138","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","180.00","บิ๊กซี แฮปปี้ไพรซ์ อาหารเปียกแมว รสทูน่าหน้าเนื้อไก่ในเยลลี่ 85 ก. แพ็ค 12","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/23/28/28852523011423/thumbnail/28852523011423_1-20241118151025-.jpg"
"1770053921-139","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","235.00","เพดดิกรี อาหารสุนัขโตแบบเปียก รสตับย่างบดพร้อมผัก 130 ก. แพ็ค 12","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/53/93/9334214033853/thumbnail/9334214033853_1-20241118145325-.jpg"
"1770053921-140","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","23.00","เน็กโกะ คิตเท่น อาหารลูกแมว สูตรทูน่าในน้ำเกรวี่ 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/41/88/8859160402641/thumbnail/8859160402641.jpg"
"1770053921-141","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","35.00","บิ๊กซี แฮปปี้ ไพรซ์ ขนมแมว มินิเจอกี้สไลด์ 25 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/80/88/8852523011580/thumbnail/8852523011580_1-20240201151855-.jpg"
"1770053921-142","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","135.00","วิสกัส อาหารแมวชนิดเม็ด สำหรับแมวโต รสทูน่าและแซลมอน 1.2 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/53/88/8853301013253/thumbnail/8853301013253_1-20240624084910-.jpg"
"1770053921-143","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","127.00","มีโอ อาหารสำหรับลูกแมว รสปลาทะเล 1.1 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/55/88/8850477055155/thumbnail/8850477055155_1.jpg"
"1770053921-144","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","115.00","ฟริสกี้ส์ อาหารแมวชนิดเม็ด รสซีฟู้ด 1 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/93/88/8850125072893/thumbnail/8850125072893_1-20240913100942-.jpg"
"1770053921-145","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","23.00","เน็กโกะ อาหารแมว รสปลาทูน่า หน้าปลาโออบแห้งในเยลลี่ ขนาด 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/28/88/8859160400128/thumbnail/8859160400128_1.jpg"
"1770053921-146","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","135.00","วิสกัส อาหารแมวชนิดเม็ด สำหรับแมวโต รสสเต๊กปลาแซลมอนย่าง 1.2 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/33/93/9334214022833/thumbnail/9334214022833_1-20240624105738-.jpg"
"1770053921-147","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","52.00","เจอร์ไฮ ขนมสุนัข ดูโอ้ มิลค์กี้ วิช ชีส สติ๊ก 50 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/31/88/8851759453331/thumbnail/8851759453331.jpg"
"1770053921-148","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","79.00","มีโอ โกลด์ อาหารแมว ชนิดเม็ด สำหรับแมวเลี้ยงในบ้านทุกสายพันธุ์ 400 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/00/88/8850477002500/thumbnail/8850477002500.jpg"
"1770053921-149","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","88.00","ทอมแอนด์จี้ ผลิตภัณฑ์จุลินทรีย์กำจัดกลิ่นเหม็นในทรายแมว 300 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/29/88/8851699901329/thumbnail/8851699901329_5.jpg"
"1770053921-150","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","23.00","มีโอ ดีไลท์ อาหารแมว รสปลาทูน่าผสมแซลมอนในน้ำเกรวี่ 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/22/88/8850477026322/thumbnail/8850477026322.jpg"
"1770053921-151","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","135.00","วิสกัส ซีเนียร์ อาหารแมวชนิดเม็ด สำหรับแมวสูงวัย รสปลาทู 1.1 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/31/88/8853301000031/thumbnail/8853301000031_1-20240624085153-.jpg"
"1770053921-152","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","25.00","เพดดิกรี อาหารสุนัขชนิดเปียก สำหรับสุนัขโต รสวัวรมควันและไก่ในน้ำเกรวี่ 130 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/33/88/8853301530033/thumbnail/8853301530033_1-20230711173403-.jpg"
"1770053921-153","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","52.00","เจอร์ไฮ ขนมสุนัข เบด ไทม์ สติ๊ก 60 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/43/88/8851759459043/thumbnail/8851759459043.jpg"
"1770053921-154","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","29.00","บิ๊กซี แฮปปี้ ไพรซ์ โปร อาหารแมว รสปลาทูน่า ผสมปลาชิราสุในเยลลี่ 85 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/09/88/8850356050509/thumbnail/8850356050509_1-20240205144825-.jpg"
"1770053921-155","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","213.00","สมาร์ทฮาร์ท อาหารสุนัขชนิดเปียก รสเนื้อไก่และตับในเยลลี่ 130 ก. แพ็ค 10","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/00/88/8850477013100/thumbnail/8850477013100_4-20251203115304-.jpg"
"1770053921-156","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","399.00","ซอย ด๊อก อาหารสุนัข สำหรับสุนัขโต รวมรส 10 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/52/88/8850477003552/thumbnail/8850477003552_1-20240104193721-.jpg"
"1770053921-157","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","125.00","ชีชี ทรายแมวเบนโทไนท์ กลิ่นลาเวนเดอร์ 5 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/47/88/8859332410047/thumbnail/8859332410047_1-20250429152140-.jpg"
"1770053921-158","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","71.00","วิสกัส จูเนียร์ อาหารลูกแมวชนิดเม็ด รสปลาทะเล 450 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/99/88/8853301140799/thumbnail/8853301140799_1-20240624135642-.jpg"
"1770053921-159","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","289.00","วิสกัส จูเนียร์ อาหารแมวชนิดเม็ด สำหรับแมวตั้งท้องและลูกแมว รสปลาทู 2.7 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/62/88/8853301005562/thumbnail/8853301005562_1-20240624105732-.jpg"
"1770053921-160","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","49.00","เฮอร์คิวลิส สกินแอนด์โคท 375 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/93/88/8859160403693/thumbnail/8859160403693_1-20250421110339-.jpg"
"1770053921-161","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","23.00","มีโอ ดีไลท์ อาหารแมวชนิดเปียก สำหรับแมวโต รสปลาทูน่าผสมกุ้งในน้ำเกรวี่ 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/92/88/8850477026292/thumbnail/8850477026292_1-20240923135236-.jpg"
"1770053921-162","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","42.00","บิ๊กซี แฮปปี้ ไพรซ์ ขนมสุนัข สันในไก่พันแท่งหนังเกลียว 40ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/81/88/8852523011481/thumbnail/8852523011481_1.jpg"
"1770053921-163","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","289.00","วิสกัส อาหารแมวชนิดเม็ด สำหรับแมวโต รสปลาซาบะย่าง 3 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/76/88/8853301145176/thumbnail/8853301145176_1-20240624105738-.jpg"
"1770053921-164","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","649.00","เพดดิกรี อาหารสุนัขชนิดเม็ด รสเนื้อวัวและผัก 10 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/49/88/8853301300049/thumbnail/8853301300049_1-20230710170835-.jpg"
"1770053921-165","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","57.00","เพดดิกรี ชแม้กโก้สติก ขนมสุนัข รสเนื้อรมควัน 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/66/88/8853301011266/thumbnail/8853301011266_1-20240119100553-.jpg"
"1770053921-166","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","25.00","เพียวริน่า วัน อาหารสูตรลูกแมว พร้อมไก่ในเกรวี่ ชนิดเปียก 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/63/88/8850126001663/thumbnail/8850126001663_2-20240913124030-.jpg"
"1770053921-167","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","18.50","เฟลิกซ์ อาหารแมว ไก่ในเยลลี่ สำหรับแมวโต 85 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/07/49/4902201206907/thumbnail/4902201206907_1-20240913122121-.jpg"
"1770053921-168","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","129.00","เพียวริน่า วัน อินดอร์ แอดแวนเทจ อาหารแมวชนิดเม็ด สูตรแมวเลี้ยงในบ้าน 380 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/22/88/8850127004922/thumbnail/8850127004922_1-20240913124107-.jpg"
"1770053921-169","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","49.00","เฮอร์คิวลิส โบนแอนด์จอยท์ 375 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/30/88/8859160403730/thumbnail/8859160403730_1-20250421110353-.jpg"
"1770053921-170","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","249.00","สมาร์ทฮาร์ท อาหารสุนัข สำหรับสุนัขโต รสเนื้ออบ 3 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/37/88/8850477810037/thumbnail/8850477810037_1.jpg"
"1770053921-171","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","51.00","ซีซาร์ อาหารสุนัขชนิดเปียก รสเนื้อและตับ 100 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/86/00/0000093362986/thumbnail/0000093362986_1-20230711180751-.jpg"
"1770053921-172","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","176.00","เพดดิกรี เดนต้าสติก ขนมสุนัข สำหรับพันธ์ุกลาง 14 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/88/93/9334214022888/thumbnail/9334214022888_1-20230710170843-.jpg"
"1770053921-173","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","779.00","ซุปเปอร์โค้ท อาหารสุนัข สูตรเนื้อวัว สำหรับสุนัขโต 10 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/45/88/8850125076945/thumbnail/8850125076945_1-20240913150724-.jpg"
"1770053921-174","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","48.00","มีโอ อาหารแมวโต ซีฟู้ดในเยลลี่ 400 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/06/88/8850477515406/thumbnail/8850477515406_1-20260128143107-.jpg"
"1770053921-175","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","25.00","สมาร์ทฮาร์ท อาหารแบบซองสำหรับสุนัขโต รสเนื้อไก่ แบบชิ้นในน้ำเกรวี่ 130 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/56/88/8850477833456/thumbnail/8850477833456.jpg"
"1770053921-176","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","23.00","เน็กโกะ อาหารแมว รสปลาทูน่า หน้าปูอัดในเยลลี่ ขนาด 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/11/88/8859160400111/thumbnail/8859160400111.jpg"
"1770053921-177","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","38.00","จินนี่ ไก่นิ่มสไลด์ สำหรับแมว 30 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/52/88/8851759454352/thumbnail/8851759454352_1-20240711155314-.jpg"
"1770053921-178","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","205.00","วิสกัส เพาซ์ อาหารแมวเปียกสูตรแมวโต รสปลาทะเล 80 ก. x 14 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/37/88/8853301014137/thumbnail/8853301014137-20241008153227-.jpg"
"1770053921-179","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","42.00","บิ๊กซี แฮปปี้ ไพรซ์ ขนมสุนัข สันในไก่เจอกี้สไลด์ 40 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/74/88/8852523011474/thumbnail/8852523011474_1-20240201153754-.jpg"
"1770053921-180","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","289.00","มีโอ อาหารแมว รสแซลมอน 2.8 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/49/88/8850477001749/thumbnail/8850477001749.jpg"
"1770053921-181","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","23.00","เน็กโกะ อาหารแมว รสปลาทูน่าหน้าเนื้อไก่ในเยลลี่ ขนาด 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/04/88/8859160400104/thumbnail/8859160400104.jpg"
"1770053921-182","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","21.00","วิสกัส เทสตี้ มิกซ์ อาหารแมว ชนิดเปียก รสทะเลรวมมิตร และสาหร่ายวากาเมะในน้ำเกรวี่ 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/54/88/8853301004954/thumbnail/8853301004954_1-20231030090711-.jpg"
"1770053921-183","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","23.00","มีโอ ดีไลท์ คิตเทน อาหารเปียก รสปลาแซลมอนมูสผสมนมแพะหน้าปลาโอ สำหรับลูกแมว 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/87/88/8850477027787/thumbnail/8850477027787_1-20231117194616-.jpg"
"1770053921-184","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","24.00","เพดดิกรี อาหารชนิดเปียก สำหรับสุนัขโต รสตับย่างบดพร้อมผัก 130 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/09/88/8853301530309/thumbnail/8853301530309_1-20230123110020-.jpg"
"1770053921-185","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","51.00","ซีซาร์ อาหารสุนัขชนิดเปียก รสไก่และผัก 100 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/06/00/0000093447706/thumbnail/0000093447706_1-20240521123921-.jpg"
"1770053921-186","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","18.00","วิสกัส เพาช์จูเนียร์ รสแซลมอน 80 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/67/88/8853301012867/thumbnail/8853301012867_1-20240220085212-.jpg"
"1770053921-187","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","52.00","เจอร์ไฮ ขนมสุนัข ดูโอ้ มิลค์กี้ วิช สตรอว์เบอร์รี่ สติ๊ก 50 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/48/88/8851759453348/thumbnail/8851759453348.jpg"
"1770053921-188","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","23.00","เน็กโกะ อาหารแมว รสปลาทูน่าหน้าปลาแซลมอนในน้ำเกรวี่ 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/14/88/8859160400814/thumbnail/8859160400814_1-20240711175457-.jpg"
"1770053921-189","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","18.00","มีโอ อาหารแมว แบบเยลลี่ รสปลาซาร์ดีนและกะพง 80 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/07/88/8850477581807/thumbnail/8850477581807.jpg"
"1770053921-190","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","205.00","วิสกัส เพาช์ อาหารแมวชนิดเปียก สำหรับแมวโต รสปลาทูและปลาแซลมอน 80 ก. แพ็ค 14 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/18/88/8853301013918/thumbnail/8853301013918_1-20240307150250-.jpg"
"1770053921-191","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","589.00","ฟริสกี้ส์ อาหารแมวชนิดเม็ด รสซีฟู้ด 6 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/66/88/8850125073166/thumbnail/8850125073166_1-20240913150717-.jpg"
"1770053921-192","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","58.00","สมาร์ทฮาร์ท อาหารสุนัขชนิดเปียก รสไก่และตับ 400 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/08/88/8850477834408/thumbnail/8850477834408_3.jpg"
"1770053921-193","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","25.00","สมาร์ทฮาร์ท เพาช์ ลูกสุนัข เนื้อไก่ชิ้นในน้ำเกรวี่ 130 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/59/88/8850477833159/thumbnail/8850477833159_1-20260128143107-.jpg"
"1770053921-194","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","29.00","บิ๊กซี แฮปปี้ ไพรซ์ โปร อาหารแมว รสปลาทูน่า ผสมไก่ในเยลลี่ 85 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/03/88/8850356049503/thumbnail/8850356049503.jpg"
"1770053921-195","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","127.00","มีโอ อาหารแมวชนิดเม็ด รสปลาทะเล 1.2 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/93/88/8850477018693/thumbnail/8850477018693_1-20230109115441-.jpg"
"1770053921-196","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","69.00","ชีบา เมลตี้ ขนมแมวเลีย รสทูน่าและทูน่าซีฟู้ด 12 ก. แพ็ค 4","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/92/88/8851393000892/thumbnail/8851393000892_1-20230710170035-.jpg"
"1770053921-197","https://www.bigc.co.th/category/pet-food-and-pet-supplies?limit=100&page=1","","243.00","เจอร์ไฮ ขนมสุนัข รสไก่สไลซ์ 250 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/38/88/8851759459838/thumbnail/8851759459838_1-20230404112948-.jpg"
