web_scraper_order,web_scraper_start_url,pagination-selector,price,data2,image
"1769948089-380","https://www.bigc.co.th/category/beverages?limit=100&page=23","","325.00","สิงห์ เครื่องดื่มมะนาวโซดา 330 มล. x 24 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/87/88/8850999016887/thumbnail/8850999016887-20240923150709-.jpg"
"1769948089-381","https://www.bigc.co.th/category/beverages?limit=100&page=23","","116.00","เนสกาแฟ เบลนด์แอนด์บรู แบล็คโรสต์ 12.2 ก. แพ็ค 27 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8850011061024/thumbnail/8850011061024-20250620150130-.jpg"
"1769948089-382","https://www.bigc.co.th/category/beverages?limit=100&page=23","","59.00","ทีพอท เอ็กซ์ตร้า ครีมเทียมพร่องไขมัน สำหรับอาหารและเบเกอรี่ 1 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/23/88/8858705613023/thumbnail/8858705613023_1.jpg"
"1769948089-383","https://www.bigc.co.th/category/beverages?limit=100&page=23","","20.00","ลิปตัน เลมอนไอซ์ที สูตรไม่มีน้ำตาล 445 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/28/88/8858998585328/thumbnail/8858998585328_1-20250901112618-.png"
"1769948089-384","https://www.bigc.co.th/category/beverages?limit=100&page=23","","20.00","วิตอะเดย์ วิตามินซี 1000 ฮันนี่เลมอน 480 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/41/88/8859015705941/thumbnail/8859015705941_1-20250128121348-.jpg"
"1769948089-385","https://www.bigc.co.th/category/beverages?limit=100&page=23","","105.00","เบอร์ดี้ กาแฟสำเร็จรูป 3อิน1 ครีมมี่ลาเต้ 13.2 ก. แพ็ค 27 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/63/88/8850250007463/thumbnail/8850250007463_1-20251204175959-.jpg"
"1769948089-386","https://www.bigc.co.th/category/beverages?limit=100&page=23","","225.00","เรดบูล เครื่องดื่มชูกำลัง 250 มล. แพ็ค 4","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/90/90/9002490100490/thumbnail/9002490100490_1-20240719061404-.jpg"
"1769948089-387","https://www.bigc.co.th/category/beverages?limit=100&page=23","","17.00","ชเวปส์ มิกเซอร์ จิงเจอร์ เอล แบบกระป๋อง 330 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/61/88/8851959132661/thumbnail/8851959132661_02-20230804160920-.jpg"
"1769948089-388","https://www.bigc.co.th/category/beverages?limit=100&page=23","","285.00","โออิชิ ชาคูลล์ซ่า ฮันนี่เลมอน 320 มล. แพ็ค 24","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/41/88/8854698010641/thumbnail/8854698010641_1-20250815171255-.jpg"
"1769948089-389","https://www.bigc.co.th/category/beverages?limit=100&page=23","","199.00","โอวัลติน มอลต์ พาวเวอร์ เครื่องดื่มมอลต์ รสช็อกโกแลต 1 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/42/88/8850086160042/thumbnail/8850086160042_1-20250227130901-.jpg"
"1769948089-390","https://www.bigc.co.th/category/beverages?limit=100&page=23","","84.00","มาลี น้ำมะเขือเทศ ขนาด 1,000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/54/88/8853333000054/thumbnail/8853333000054_1-20250911092752-.jpg"
"1769948089-391","https://www.bigc.co.th/category/beverages?limit=100&page=23","","199.00","แบรนด์ ชุดของขวัญ กระเช้าแบรนด์เบอร์รี่พลัส 42 มล. 6 ขวด","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/49/88/8852001109549/thumbnail/8852001109549_0-20251126163752-.jpg"
"1769948089-392","https://www.bigc.co.th/category/beverages?limit=100&page=23","","21.00","เอส เครื่องดื่มอัดลม กลิ่นสตรอว์เบอร์รี่ 1 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/74/88/8851952115074/thumbnail/8851952115074_1-20250305114355-.jpg"
"1769948089-393","https://www.bigc.co.th/category/beverages?limit=100&page=23","","89.00","เบอร์ดี้ โรบัสต้า ซีโร่ กาแฟพร้อมดื่ม ไม่เติมน้ำตาลทราย 180 มล. x 6 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/58/88/8850250014058/thumbnail/8850250014058-20240717102638-.jpg"
"1769948089-394","https://www.bigc.co.th/category/beverages?limit=100&page=23","","70.00","คาร์เนชัน เอ็กซ์ตร้า ครีมเทียมพร่องไขมันสูตรเข้มข้น สำหรับอาหารและเบเกอรี่ 1 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/36/88/8858705613436/thumbnail/8858705613436.jpg"
"1769948089-395","https://www.bigc.co.th/category/beverages?limit=100&page=23","","180.00","ช้าง โซดา 325 มล. x 24 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/04/88/8851994612104/thumbnail/8851994612104_1-20240920104251-.jpg"
"1769948089-396","https://www.bigc.co.th/category/beverages?limit=100&page=23","","105.00","โคคอฟ ครีมเทียม 1000 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/97/88/8852114922097/thumbnail/8852114922097_1-20231207093641-.jpg"
"1769948089-397","https://www.bigc.co.th/category/beverages?limit=100&page=23","","29.00","เอส เครื่องดื่มอัดลม กลิ่นเลมอนไลม์ 1.6 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/49/88/8851952116149/thumbnail/8851952116149_1-20250305114310-.jpg"
"1769948089-398","https://www.bigc.co.th/category/beverages?limit=100&page=23","","285.00","โออิชิ ชาคูลล์ซ่า องุ่นเคียวโฮ 320 มล. แพ็ค 24","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/26/88/8854698016926/thumbnail/8854698016926_1-20250815171218-.jpg"
"1769948089-399","https://www.bigc.co.th/category/beverages?limit=100&page=23","","12.00","คริสตัล น้ำดื่ม 1500 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/47/88/8851952350147/thumbnail/8851952350147_0-20250729161338-.jpg"
"1769948089-400","https://www.bigc.co.th/category/beverages?limit=100&page=23","","79.00","โค้ก กลิ่นวานิลลา ไม่มีน้ำตาล 325 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/26/88/8851959004326/thumbnail/8851959004326_1-20250206115109-.jpg"
"1769948089-401","https://www.bigc.co.th/category/beverages?limit=100&page=23","","25.00","มาลี โคโค่ น้ำมะพร้าว 100% 350 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8853333026924/thumbnail/8853333026924_1-20250911102445-.jpg"
"1769948089-402","https://www.bigc.co.th/category/beverages?limit=100&page=23","","877.00","แบรนด์ เครื่องดื่มรังนกแท้สำเร็จรูป สูตรไซลิทอล 70 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/88/8852001326519/thumbnail/8852001326519_1-20251031172053-.jpg"
"1769948089-403","https://www.bigc.co.th/category/beverages?limit=100&page=23","","27.00","มะลิ อีซี่ สควีซ ผลิตภัณฑ์นมข้นหวาน 250 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/12/88/8850151951612/thumbnail/8850151951612_1-20240918094217-.jpg"
"1769948089-404","https://www.bigc.co.th/category/beverages?limit=100&page=23","","75.00","ลิปตัน ซ่า น้ำอัดลม กลิ่นเลมอน สูตรไม่มีน้ำตาล 325 มล. x 6 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/91/88/8858998575091/thumbnail/8858998575091_1-20250815173331-.jpg"
"1769948089-405","https://www.bigc.co.th/category/beverages?limit=100&page=23","","1,019.00","ซีโน กระเช้าชุด A-1699 ปี 2569","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/51/88/8850940037251/thumbnail/8850940037251_1-20251027154437-.jpg"
"1769948089-406","https://www.bigc.co.th/category/beverages?limit=100&page=23","","25.00","ชิซึโอกะ น้ำชาเขียวชิซึโอกะ กลิ่นมะลิ สูตรไม่มีน้ำตาล 440 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/80/88/8858891310980/thumbnail/8858891310980_1-20250701135038-.jpg"
"1769948089-407","https://www.bigc.co.th/category/beverages?limit=100&page=23","","127.00","ซุปเปอร์ กาแฟ 3 in 1 กาแฟซองปรุงสำเร็จชนิดผง ออริจินัล 17 ก. แพ็ค 25","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/40/88/8888240000040/thumbnail/8888240000040_1-20240401065942-.jpg"
"1769948089-408","https://www.bigc.co.th/category/beverages?limit=100&page=23","","75.00","พอคคา ชาอู่หลงพร้อมดื่ม ไม่มีน้ำตาล 1.5 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/88/8888196170019/thumbnail/8888196170019_1-20251024091125-.jpg"
"1769948089-409","https://www.bigc.co.th/category/beverages?limit=100&page=23","","12.00","สปอนเซอร์ เครื่องดื่มเกลือแร่ รสออริจินัล 250 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/03/88/8850228000403/thumbnail/8850228000403-20221123110758-.jpg"
"1769948089-410","https://www.bigc.co.th/category/beverages?limit=100&page=23","","16.00","ซีวิท เครื่องดื่มวิตามินซี รสเสาวรส 140 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/75/88/8851123237475/thumbnail/8851123237475_1-20250717163606-.jpg"
"1769948089-411","https://www.bigc.co.th/category/beverages?limit=100&page=23","","84.00","มาลี น้ำองุ่น 100% ขนาด 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/30/88/8853333000030/thumbnail/8853333000030_1-20250911092706-.jpg"
"1769948089-412","https://www.bigc.co.th/category/beverages?limit=100&page=23","","55.00","ยูนิฟ โคโค่ดี น้ำมะพร้าว 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/82/88/8850388541082/thumbnail/8850388541082_1-20240816094240-.jpg"
"1769948089-413","https://www.bigc.co.th/category/beverages?limit=100&page=23","","6.00","คริสตัล น้ำดื่ม 600 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/61/88/8851952350161/thumbnail/8851952350161_1-20250305102407-.jpg"
"1769948089-414","https://www.bigc.co.th/category/beverages?limit=100&page=23","","239.00","เป๊ปซี่ น้ำอัดลม 245 มล. x 24 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/45/88/8858998591145/thumbnail/8858998591145_1-20250815172304-.jpg"
"1769948089-415","https://www.bigc.co.th/category/beverages?limit=100&page=23","","24.00","เบิดวิงซ์ ครีมเทียมข้นหวาน ขนาด 380 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/14/88/8850151965114/thumbnail/8850151965114_1-20221214112012-.jpg"
"1769948089-416","https://www.bigc.co.th/category/beverages?limit=100&page=23","","12.00","กาโตะ คลูคลู น้ำผลไม้ 25% รสส้มสายน้ำผึ้ง 400 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/77/88/8850624153277/thumbnail/8850624153277_1-20250808005658-.jpg"
"1769948089-417","https://www.bigc.co.th/category/beverages?limit=100&page=23","","129.00","โอวัลติน สมาร์ท 3อิน1 เครื่องดื่มมอลต์สกัด รสช็อกโกแลต 28 ก. x 16 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/12/88/8850086165412/thumbnail/8850086165412_1-20240808105742-.jpg"
"1769948089-418","https://www.bigc.co.th/category/beverages?limit=100&page=23","","26.00","โค้ก น้ำอัดลม สูตรไม่มีน้ำตาล 1 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/72/88/8851959149072/thumbnail/8851959149072_1-20250729173538-.jpg"
"1769948089-419","https://www.bigc.co.th/category/beverages?limit=100&page=23","","84.00","มาลี น้ำสับปะรด 100% ขนาด 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/47/88/8853333000047/thumbnail/8853333000047_1-20221228172956-.jpg"
"1769948089-420","https://www.bigc.co.th/category/beverages?limit=100&page=23","","380.00","เนสกาแฟ กาแฟกระป๋องสำเร็จรูป ลาเต้ 180 มล. แพ็ค 30","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/65/88/8850124025265/thumbnail/8850124025265_1-20250620164010-.jpg"
"1769948089-421","https://www.bigc.co.th/category/beverages?limit=100&page=23","","73.00","วิตอะเดย์ กลูตาไธโอน และวิตามินซี 480 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/80/88/8859015702780/thumbnail/8859015702780_1-20250523153459-.jpg"
"1769948089-422","https://www.bigc.co.th/category/beverages?limit=100&page=23","","86.00","กระทิงแดง เอ็กซ์ตร้าซิงค์ เครื่องดื่มชูกำลัง 145 มล. แพ็ค 10","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/53/88/8850228003053/thumbnail/8850228003053_1-20250626111414-.jpg"
"1769948089-423","https://www.bigc.co.th/category/beverages?limit=100&page=23","","28.00","ดีโด้ น้ำผลไม้ 20% รสส้มสายน้ำผึ้ง 200 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/62/88/8850952925362/thumbnail/8850952925362_1-20240917133546-.jpg"
"1769948089-424","https://www.bigc.co.th/category/beverages?limit=100&page=23","","26.00","แฟนต้า น้ำอัดลม น้ำเขียว 1 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/88/88/8851959149188/8851959149188_1-20240617153923-.jpg"
"1769948089-425","https://www.bigc.co.th/category/beverages?limit=100&page=23","","10.00","กาโตะ น้ำมิกซ์เบอร์รี่ เลมอน พลัสวิตซี 280 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/49/88/8850624230749/thumbnail/8850624230749_1-20250808005709-.jpg"
"1769948089-426","https://www.bigc.co.th/category/beverages?limit=100&page=23","","137.00","ซี-วิต เครื่องดื่มวิตามินซี รสทับทิม 140 มล. แพ็ค 10","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/79/88/8851123237079/thumbnail/8851123237079_1-20250718141212-.jpg"
"1769948089-427","https://www.bigc.co.th/category/beverages?limit=100&page=23","","49.00","มอนสเตอร์ เอนเนอร์จี อัลตร้า กระป๋อง 330 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/86/48/4897036695586/thumbnail/4897036695586_1-20251215135530-.jpg"
"1769948089-428","https://www.bigc.co.th/category/beverages?limit=100&page=23","","47.00","ลีโอ โซดา ขนาด 325 มล. x 6 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/27/88/8850999008127/thumbnail/8850999008127_1-20250715114917-.jpg"
"1769948089-429","https://www.bigc.co.th/category/beverages?limit=100&page=23","","130.00","เนสกาแฟ เรดคัพ กาแฟสำเร็จรูป ชนิดขวดแก้ว ขนาด 100 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/81/88/8850124023681/thumbnail/8850124023681_1-20251030172803-.jpg"
"1769948089-430","https://www.bigc.co.th/category/beverages?limit=100&page=23","","11.00","มินิทเมด สแปลช น้ำผลไม้ รสส้ม 250 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/21/88/8851959122921/thumbnail/8851959122921_1-20250715115451-.jpg"
"1769948089-431","https://www.bigc.co.th/category/beverages?limit=100&page=23","","545.00","แบรนด์ เครื่องดื่มรังนกแท้ สูตรน้ำตาลน้อย 42 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/13/88/8852001141013/8852001141013_3-20240815121453-.jpg"
"1769948089-432","https://www.bigc.co.th/category/beverages?limit=100&page=23","","86.00","กระทิงแดง เอ็กซ์ตร้า เครื่องดื่มชูกำลัง ฝาสีแดง 145 มล. แพ็ค 10","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/39/88/8850228003039/thumbnail/8850228003039_1-20250626155451-.jpg"
"1769948089-433","https://www.bigc.co.th/category/beverages?limit=100&page=23","","49.00","เนสกาแฟ เบลนด์ แอนด์ บรู ริช อโรมา กาแฟปรุงสำเร็จ 17 ก. แพ็ค 9","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/58/88/8850127005158/thumbnail/8850127005158_1-20251030172802-.jpg"
"1769948089-434","https://www.bigc.co.th/category/beverages?limit=100&page=23","","15.00","บีทาเก้น ชาหมักคอบบูชะ รสออริจินัล 200 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/81/88/8850393801881/thumbnail/8850393801881_1-20230302185910-.jpg"
"1769948089-435","https://www.bigc.co.th/category/beverages?limit=100&page=23","","35.00","ลิปตัน เลมอนไอซ์ที เครื่องดื่มชามะนาว 950 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/99/88/8858998585199/thumbnail/8858998585199_1-20250901084915-.jpg"
"1769948089-436","https://www.bigc.co.th/category/beverages?limit=100&page=23","","20.00","ดีโด้ น้ำผลไม้ 10% รสลิ้นจี่ 140 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/63/88/8850952916063/thumbnail/8850952916063_3-20240606171144-.jpg"
"1769948089-437","https://www.bigc.co.th/category/beverages?limit=100&page=23","","7.00","สิงห์ น้ำดื่ม 600 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/04/88/8850999321004/thumbnail/8850999321004_1-20250203105615-.jpg"
"1769948089-438","https://www.bigc.co.th/category/beverages?limit=100&page=23","","64.00","ดอยคำ น้ำมะเขือเทศ 99% เจ 200 มล. แพ็ค 4","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/29/88/8850773110329/8850773110329-20240521164947-.jpg"
"1769948089-439","https://www.bigc.co.th/category/beverages?limit=100&page=23","","148.00","เบอร์ดี้ กาแฟปรุงสำเร็จ 3อิน1 โรบัสต้า 15 ก. x 40 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/22/88/8850250009122/thumbnail/8850250009122-20240517170747-.jpg"
"1769948089-440","https://www.bigc.co.th/category/beverages?limit=100&page=23","","219.00","ซันสวีท น้ำลูกพรุน 946 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/85/00/0070450113285/thumbnail/0070450113285_1_1.jpg"
"1769948089-441","https://www.bigc.co.th/category/beverages?limit=100&page=23","","30.00","โออิชิ โกลด์ วาโคฉะ สูตรไม่มีน้ำตาล 400 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/09/88/8854698017909/thumbnail/8854698017992.jpg"
"1769948089-442","https://www.bigc.co.th/category/beverages?limit=100&page=23","","138.00","มอคโคน่า ทรีโอ เอสเปรสโซ่ 3 in 1 กาแฟซองปรุงสำเร็จชนิดผง 15.8 ก. x 27 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/98/88/8851753098798/thumbnail/8851753098798_1-20250310112403-.jpg"
"1769948089-443","https://www.bigc.co.th/category/beverages?limit=100&page=23","","10.00","คูลคูล เฟรช น้ำมะพร้าว 20% ผสมวุ้นมะพร้าว 280 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/17/88/8850624911617/thumbnail/8850624911617_1-20230103084353-.jpg"
"1769948089-444","https://www.bigc.co.th/category/beverages?limit=100&page=23","","47.00","ซี-วิต เครื่องดื่มวิตามินซี รสออเร้นจ์ 125 มล. แพ็ค 4","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/76/88/8850274025276/thumbnail/8850274025276_1-20250717163606-.jpg"
"1769948089-445","https://www.bigc.co.th/category/beverages?limit=100&page=23","","220.00","เปอริเอ้ น้ำแร่ธรรมชาติชนิดมีฟอง 330 มล. แพ็ค 4","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/64/31/3179730012564/thumbnail/3179730012564_1-20250717160651-.jpg"
"1769948089-446","https://www.bigc.co.th/category/beverages?limit=100&page=23","","72.00","ดอยคำ น้ำมะเขือเทศ 99% สูตรโซเดียมต่ำ 200 มล. แพ็ค 4","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/88/88/8850773510488/8850773510488_1.jpg"
"1769948089-447","https://www.bigc.co.th/category/beverages?limit=100&page=23","","345.00","โกโก้ดัทช์ โกโก้ชนิดผง 100% 450 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/84/88/8850639006384/thumbnail/8850639006384_1-20250411125544-.jpg"
"1769948089-448","https://www.bigc.co.th/category/beverages?limit=100&page=23","","79.00","ชบา น้ำส้มแมนดารินผสมเนื้อส้ม 100% 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/15/88/8854761370115/thumbnail/8854761370115_1-20250530172148-.jpg"
"1769948089-449","https://www.bigc.co.th/category/beverages?limit=100&page=23","","375.00","โค้ก น้ำอัดลม สูตรไม่มีน้ำตาล 1.5 ล. x 12 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/71/88/8851959443071/thumbnail/8851959443071_1-1-20250306133359-.jpg"
"1769948089-450","https://www.bigc.co.th/category/beverages?limit=100&page=23","","65.00","เฮลซ์บลูบอย น้ำหวานเข้มข้น กลิ่นองุ่น 710 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8850423000024/thumbnail/8850423000024_6.jpg"
"1769948089-451","https://www.bigc.co.th/category/beverages?limit=100&page=23","","199.00","สก๊อต กิ๊ฟท์บ๊อกซ์ เพียวเร่เบอร์รี่สกัดเข้มข้น รุ่น 02","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/67/88/8852007983167/thumbnail/8852007983167_2-20251015093317-.jpg"
"1769948089-452","https://www.bigc.co.th/category/beverages?limit=100&page=23","","75.00","มาลี น้ำส้มเขียวหวาน 100% ขนาด 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/15/88/8853333001815/thumbnail/8853333001815_1-20250911092718-.jpg"
"1769948089-453","https://www.bigc.co.th/category/beverages?limit=100&page=23","","28.00","มาลี ทรอปิคอล น้ำลิ้นจี่ผสมน้ำองุ่นขาว 20% 180 มล. แพ็ค 3","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/21/88/8853333017021/thumbnail/8853333017021_1-20241104103927-.jpg"
"1769948089-454","https://www.bigc.co.th/category/beverages?limit=100&page=23","","205.00","เนสกาแฟ เรดคัพ คลาสสิก กาแฟสำเร็จรูปผสมกาแฟคั่วบดละเอียด ชนิดขวดแก้ว 200 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/06/88/8850124003706/thumbnail/8850124003706_1-20251204175959-.jpg"
"1769948089-455","https://www.bigc.co.th/category/beverages?limit=100&page=23","","74.00","มาลี โคโค่ น้ำมะพร้าวน้ำหอม 100% 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/56/88/8853333026856/thumbnail/8853333026856_1-20240306145841-.jpg"
"1769948089-456","https://www.bigc.co.th/category/beverages?limit=100&page=23","","12.00","โค้ก น้ำอัดลม สูตรไม่มีน้ำตาล มินิแคน 180 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/79/88/8851959108079/thumbnail/8851959108079_2-20230718160048-.jpg"
"1769948089-457","https://www.bigc.co.th/category/beverages?limit=100&page=23","","51.00","อิชิตัน เย็น เย็น น้ำเก๊กฮวยผสมน้ำผึ้ง 315 มล. แพ็ค 6 ขวด","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/95/88/8858891302695/8858891302695_1-20240930120207-.jpg"
"1769948089-458","https://www.bigc.co.th/category/beverages?limit=100&page=23","","5.00","บิ๊กซี แฮปปี้ ไพรซ์ โปร น้ำดื่ม 350 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/08/88/8854641002808/thumbnail/8854641002808_1-20250116232447-.jpg"
"1769948089-459","https://www.bigc.co.th/category/beverages?limit=100&page=23","","69.00","โคโค่แม็ก น้ำมะพร้าว 100% 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/47/88/8850161161247/thumbnail/8850161161247_1-20240813134549-.jpg"
"1769948089-460","https://www.bigc.co.th/category/beverages?limit=100&page=23","","28.00","มาลี ทรอปิคอล น้ำมะพร้าว 30% 180 มล. แพ็ค 3","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/07/88/8853333017007/thumbnail/8853333017007_1-20241104103927-.jpg"
"1769948089-461","https://www.bigc.co.th/category/beverages?limit=100&page=23","","99.00","เนสวิต้า เครื่องดื่มธัญญาหารสำเร็จรูปผสมกาแฟ รสลาเต้ 25 ก. แพ็ค 12","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/72/88/8850011071672/thumbnail/8850011071672_1-20250623111705-.jpg"
"1769948089-462","https://www.bigc.co.th/category/beverages?limit=100&page=23","","386.00","แบรนด์ วีต้า เบอร์รี่ 42 มล. แพ็ค 12","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/88/8852001128519/thumbnail/8852001128519_3-20240815135751-.jpg"
"1769948089-463","https://www.bigc.co.th/category/beverages?limit=100&page=23","","58.00","อิโตเอ็น โออิ โอฉะ ชาเขียวสูตรไม่มีน้ำตาล 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/56/88/8859112600156/thumbnail/8859112600156_1-20250115143921-.jpg"
"1769948089-464","https://www.bigc.co.th/category/beverages?limit=100&page=23","","49.00","ทิปโก้ คูล ฟิต น้ำเบอร์รี่มิกซ์ 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/93/88/8851013732493/thumbnail/8851013732493_6.jpg"
