web_scraper_order,web_scraper_start_url,pagination-selector,price,data2,image
"1769948089-826","https://www.bigc.co.th/category/beverages?limit=100&page=23","","15.00","อาราบัส สปีด กาแฟปรุงสำเร็จพร้อมดื่ม รสออริจินัล 180 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/40/88/8853002305640/thumbnail/8853002305640-20240514184550-.jpg"
"1769948089-827","https://www.bigc.co.th/category/beverages?limit=100&page=23","","61.00","อควา ปานน่า น้ำแร่ธรรมชาติจากเทือกเขาแอเพนนาย 1500 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/13/80/8000815003113/thumbnail/8000815003113_1-20240118093312-.jpg"
"1769948089-828","https://www.bigc.co.th/category/beverages?limit=100&page=23","","61.00","คอนโทรล วัตถุให้ความหวานแทนน้ำตาล ขนาด 340 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/80/88/8858681800080/thumbnail/8858681800080.jpg"
"1769948089-829","https://www.bigc.co.th/category/beverages?limit=100&page=23","","132.00","ซุปเปอร์ ซีเรียล เครื่องดื่มธัญญาหารปรุงสำเร็จชนิดผง 25 ก. แพ็ค 20 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/98/89/8936070040498/thumbnail/8936070040498_1.jpg"
"1769948089-830","https://www.bigc.co.th/category/beverages?limit=100&page=23","","91.00","แมนซั่ม น้ำรสองุ่น 10% ผสมคอลลาเจน วิตามินซี และสังกะสี (ซิงค์) กลิ่นฮันนี่ เลมอน 430 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/93/88/8850228008393/thumbnail/8850228008393_1-20250806110133-.jpg"
"1769948089-831","https://www.bigc.co.th/category/beverages?limit=100&page=23","","20.00","ซี-วิท พลัส เครื่องดื่มน้ำรสผลไม้รวม 12.5% จากน้ำผลไม้เข้มข้น ผสมวิตามินซีและคอลลาเจน 140 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/85/88/8851123237185/thumbnail/8851123237185_1-20250717163606-.jpg"
"1769948089-832","https://www.bigc.co.th/category/beverages?limit=100&page=23","","529.00","สก๊อต รังนกแท้ รอเยล โกลด์ สูตรไซลิทอล 40 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/11/88/8852007940511/thumbnail/8852007940511_1-20250430111625-.jpg"
"1769948089-833","https://www.bigc.co.th/category/beverages?limit=100&page=23","","48.00","ยูนิฟ น้ำผักผลไม้ผสมมิกซ์เบอร์รี่รวม 100% 200 มล. แพ็ค 3","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/78/88/8850388540078/8850388540078_1-20240606115903-.jpg"
"1769948089-834","https://www.bigc.co.th/category/beverages?limit=100&page=23","","25.00","โออิชิ กรีนที น้ำชาเขียวญี่ปุ่น รสแตงโม 500 มล","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/97/88/8854698013697/thumbnail/8854698013697_1-20250612160347-.jpg"
"1769948089-835","https://www.bigc.co.th/category/beverages?limit=100&page=23","","87.00","บัดดี้ดีน ทรีอินวัน ซีเล็คท์ คอฟฟี่ กาแฟปรุงสำเร็จชนิดผง 15 ก. แพ็ค 25","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/20/88/8850390043420/thumbnail/8850390043420_1-20260123145220-.jpg"
"1769948089-836","https://www.bigc.co.th/category/beverages?limit=100&page=23","","759.00","เทย์เลอร์ส ออฟ ฮาร์โรเกท ยอร์คเชียร์ ที 656 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/05/06/0615357131705/thumbnail/0615357131705_1-20250801105247-.jpg"
"1769948089-837","https://www.bigc.co.th/category/beverages?limit=100&page=23","","20.00","ตัน ซัน ซู เครื่องดื่มโซดา กลิ่นโคเรี่ยนฮันนี่ 360 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8858891311024/thumbnail/885889131102_1-20240215093526-.jpg"
"1769948089-838","https://www.bigc.co.th/category/beverages?limit=100&page=23","","115.00","ไฮ่! x DHC เครื่องดื่มวิตามินซี 200% กลิ่นส้มยูซุ 145 มล. แพ็ค 10","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/83/88/8850228005583/thumbnail/8850228005583_1-20250321135027-.jpg"
"1769948089-839","https://www.bigc.co.th/category/beverages?limit=100&page=23","","80.00","ดอยคำ น้ำเบอร์รีรวม 98% 200 มล. แพ็ค 4","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/01/88/8850773510501/8850773510501_5.jpg"
"1769948089-840","https://www.bigc.co.th/category/beverages?limit=100&page=23","","219.00","ทิวลิป ผงโกโก้ 100% สีดำ 440 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/07/88/8850939910107/thumbnail/8850939910107_1-20240513152953-.jpg"
"1769948089-841","https://www.bigc.co.th/category/beverages?limit=100&page=23","","28.00","น้ำฟรุ๊ตพันซ์ กรีนเมท ขนาด 1 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/42/88/8850260026942/thumbnail/8850260026942_1-20240125105159-.jpg"
"1769948089-842","https://www.bigc.co.th/category/beverages?limit=100&page=23","","220.00","บอนกาแฟ คลาสสิกเบลนด์ ออลเดย์ กาแฟคั่วบดแท้ 250 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/35/88/8850287001335/thumbnail/8850287001335_1-20240125113154-.jpg"
"1769948089-843","https://www.bigc.co.th/category/beverages?limit=100&page=23","","76.00","เอ็มร้อยห้าสิบ (M-150) เครื่องดื่มชูกำลัง ผสมกระชายดำและน้ำผึ้ง 100 มล. แพ็ค 10","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/77/88/8851123240277/thumbnail/8851123240277_1-20240919103314-.jpg"
"1769948089-844","https://www.bigc.co.th/category/beverages?limit=100&page=23","","17.00","ชเวปส์ น้ำอัดลมมะนาวโซดา สูตรไม่มีน้ำตาล 330 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/11/88/8851959002711/thumbnail/8851959002711_1-20250306094421-.jpg"
"1769948089-845","https://www.bigc.co.th/category/beverages?limit=100&page=23","","159.00","มอคโคน่า โกลด์ เครมมา สมูท 100 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/84/88/8851753095384/thumbnail/8851753095384_1-20221219173637-.jpg"
"1769948089-846","https://www.bigc.co.th/category/beverages?limit=100&page=23","","56.00","นกเหยี่ยว ผลิตภัณฑ์นมสำหรับตีฟองในเครื่องดื่ม 1,000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/06/88/8850188803106/thumbnail/8850188803106-20240520170014-.jpg"
"1769948089-847","https://www.bigc.co.th/category/beverages?limit=100&page=23","","118.00","มอคโคน่า โรยัลโกลด์ กาแฟสำเร็จรูปชนิดฟรีสดราย ขนาด 50 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/65/88/8851753095865/thumbnail/8851753095865_1-20241018111032-.jpg"
"1769948089-848","https://www.bigc.co.th/category/beverages?limit=100&page=23","","84.00","ติ่งฟง น้ำพั้นซ์แดง เข้มข้น สูตร 2 760 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/25/88/8858732821125/thumbnail/8858732821125_1-20240125110927-.jpg"
"1769948089-849","https://www.bigc.co.th/category/beverages?limit=100&page=23","","62.00","ยูนิฟ น้ำผักผลไม้ผสมน้ำแครอทและน้ำส้มรวม 100% 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/28/88/8850388521428/thumbnail/8850388521428_1-20250318135455-.jpg"
"1769948089-850","https://www.bigc.co.th/category/beverages?limit=100&page=23","","171.00","ฉุยฟง ชาเขียวผง 100 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/31/88/8859217400231/thumbnail/8859217400231_1-20241111142821-.jpg"
"1769948089-851","https://www.bigc.co.th/category/beverages?limit=100&page=23","","835.00","สก๊อต รังนกแท้ รอเยล โกลด์ ไซลิทอล 40 มล. แพ็ค 12","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/85/88/8852007933285/thumbnail/8852007933285_1-20250430150205-.jpg"
"1769948089-852","https://www.bigc.co.th/category/beverages?limit=100&page=23","","54.00","โคฟี่ น้ำรสบ๊วยเข้มข้น 720 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/69/88/8850294001069/thumbnail/8850294001069_1-20250811155556-.jpg"
"1769948089-853","https://www.bigc.co.th/category/beverages?limit=100&page=23","","17.00","ชเวปส์ น้ำอัดลมมะนาวโซดา 330 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/78/88/8851959132678/thumbnail/8851959132678_02-20230804104629-.jpg"
"1769948089-854","https://www.bigc.co.th/category/beverages?limit=100&page=23","","84.00","มาลี น้ำทับทิมผสมผลไม้รวม 100% ขนาด 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/15/88/8853333017915/thumbnail/8853333017915_1-20250911102445-.jpg"
"1769948089-855","https://www.bigc.co.th/category/beverages?limit=100&page=23","","32.00","ดอยคำ น้ำเก๊กฮวย สูตรโบราณ เจ 500 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/79/88/8850773511379/thumbnail/8850773511379.jpg"
"1769948089-856","https://www.bigc.co.th/category/beverages?limit=100&page=23","","22.00","อิชิตัน กรีนที น้ำชาเขียวรสข้าวญี่ปุ่น เจ 500 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/82/88/8858891308482/thumbnail/8858891308482_1-20250717142359-.jpg"
"1769948089-857","https://www.bigc.co.th/category/beverages?limit=100&page=23","","12.00","ดีโด้ น้ำสตรอว์เบอร์รี่ 20% 450 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/42/88/8850952502242/thumbnail/8850952502242_1-20240917144023-.jpg"
"1769948089-858","https://www.bigc.co.th/category/beverages?limit=100&page=23","","17.00","วิตอะเดย์ วิตามินวอเตอร์ เครื่องดื่มวิตามินซี 200% กลิ่นพีช 480 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/11/88/8859015702711/thumbnail/8859015702711.jpg"
"1769948089-859","https://www.bigc.co.th/category/beverages?limit=100&page=23","","129.00","มอร์ริสันส์ เซเรนิตี้ กรีน ที 80 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/92/50/5010251604792/thumbnail/5010251604792_1-20250616113825-.jpg"
"1769948089-860","https://www.bigc.co.th/category/beverages?limit=100&page=23","","76.00","ชบา น้ำแอปเปิ้ล 100% 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/10/88/8854761020010/thumbnail/8854761020010_1-20250530174407-.jpg"
"1769948089-861","https://www.bigc.co.th/category/beverages?limit=100&page=23","","529.00","สก๊อต รังนกแท้ รอเยล โกลด์ 40 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/15/88/8852007939515/thumbnail/8852007939515_1-20250430111727-.jpg"
"1769948089-862","https://www.bigc.co.th/category/beverages?limit=100&page=23","","25.00","เกเตอเรด เครื่องดื่มเกลือแร่ กลิ่นมะนาว 500 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/25/88/8858998587025/thumbnail/8858998587025_1-20230717143010-.jpg"
"1769948089-863","https://www.bigc.co.th/category/beverages?limit=100&page=23","","38.00","ระมิงค์ ชาจีนอบดอกมะลิ 30 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/17/88/8850391122117/thumbnail/8850391122117_1-20241111141841-.jpg"
"1769948089-864","https://www.bigc.co.th/category/beverages?limit=100&page=23","","115.00","ฮอทต้า เครื่องดื่มขิงผงสำเร็จรูป 126 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/17/88/8850369030017/thumbnail/8850369030017_1-20231101151605-.jpg"
"1769948089-865","https://www.bigc.co.th/category/beverages?limit=100&page=23","","79.00","ซาน เพลลีกรีโน น้ำแร่ธรรมชาติชนิดมีฟอง 750 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/54/80/8002270011054/thumbnail/8002270011054_1-20250717160712-.jpg"
"1769948089-866","https://www.bigc.co.th/category/beverages?limit=100&page=23","","84.00","มาลี น้ำแอปเปิ้ลเขียวแกรนนี่สมิธ ผสมน้ำองุ่นขาว 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/42/88/8853333018042/thumbnail/8853333018042_1-20221228173301-.jpg"
"1769948089-867","https://www.bigc.co.th/category/beverages?limit=100&page=23","","499.00","มอคโคน่า คลาสสิก มีเดียม โรส 5 200 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/23/87/8711000065723/thumbnail/8711000065723_1-20221214235338-.jpg"
"1769948089-868","https://www.bigc.co.th/category/beverages?limit=100&page=23","","84.00","ติ่งฟง น้ำบลูเลม่อน เข้มข้น สูตร 2 760 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/25/88/8858732820425/thumbnail/8858732820425_1-20240125111210-.jpg"
"1769948089-869","https://www.bigc.co.th/category/beverages?limit=100&page=23","","99.00","เนสกาแฟ เรดี้ทูมิกซ์ สูตรลาเต้เข้มข้น 500 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/97/88/8850124012197/thumbnail/8850124012197_1-20250828154002-.jpg"
"1769948089-870","https://www.bigc.co.th/category/beverages?limit=100&page=23","","12.00","ดีโด้ น้ำลิ้นจี่ 20% กลิ่นลิ้นจี่จักรพรรดิ์ ผสมวิตามิน 450 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/46/88/8850952030646/thumbnail/8850952030646_1-20240917133721-.jpg"
"1769948089-871","https://www.bigc.co.th/category/beverages?limit=100&page=23","","139.00","เขาช่อง กาแฟสำเร็จรูปชนิดเกล็ด 2 ก. ถุง 50 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/10/88/8852099011410/thumbnail/8852099011410_1-20241007163758-.jpg"
"1769948089-872","https://www.bigc.co.th/category/beverages?limit=100&page=23","","68.00","ยูเอฟซี น้ำมะม่วง 30% ขนาด 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/88/8850025521019/thumbnail/8850025521019_1-20260116114653-.jpg"
"1769948089-873","https://www.bigc.co.th/category/beverages?limit=100&page=23","","115.00","ไฮ่! x DHC เครื่องดื่มวิตามินซี 200% กลิ่นมิกซ์เบอร์รี่ 145 มล. แพ็ค 10","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/66/88/8850228006566/thumbnail/8850228006566_1-20250321144020-.jpg"
"1769948089-874","https://www.bigc.co.th/category/beverages?limit=100&page=23","","199.00","ยูซีซี โรสต์ มาสเตอร์ กาแฟคั่วชนิดเมล็ด อิตาเลียน โรสต์ 250 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/56/88/8852999821256/thumbnail/8852999821256_1-20230609133033-.jpg"
"1769948089-875","https://www.bigc.co.th/category/beverages?limit=100&page=23","","172.00","โอวัลติน ไวท์มอลต์ เครื่องดื่มมอลต์ผสมนม 600 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/16/88/8850086136016/thumbnail/8850086136016_7.jpg"
"1769948089-876","https://www.bigc.co.th/category/beverages?limit=100&page=23","","123.00","มอคโคน่าทรีโอ อเมริกาโน่ ไม่มีน้ำตาล 2 ก. x 27 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/04/88/8851753095704/thumbnail/8851753095704_1-20221219173632-.jpg"
"1769948089-877","https://www.bigc.co.th/category/beverages?limit=100&page=23","","123.00","มอคโคน่าทรีโอ อเมริกาโน่ แคลอรี่ต่ำ 9.5 ก. x 27 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/42/88/8851753095742/thumbnail/8851753095742_1-20221219173627-.jpg"
"1769948089-878","https://www.bigc.co.th/category/beverages?limit=100&page=23","","87.00","บัดดี้ดีน ทรีอินวัน บาริสต้า กาแฟปรุงสำเร็จชนิดผง 15 ก. แพ็ค 25","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/42/88/8850390042942/thumbnail/8850390042942_1-20260123145220-.jpg"
"1769948089-879","https://www.bigc.co.th/category/beverages?limit=100&page=23","","912.00","สก๊อต กระเช้าเครื่องดื่มรังนกแท้ รอเยล โกลด์ รุ่น A","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/97/88/8852007903097/thumbnail/8852007903097_1-20251015120135-.jpg"
"1769948089-880","https://www.bigc.co.th/category/beverages?limit=100&page=23","","205.00","อะเมซอน กาแฟปรุงสำเร็จ แบล็ค ไม่มีน้ำตาล 200 มล. x 6 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/94/88/8850999022994/thumbnail/8850999022994_1-20240815105040-.jpg"
"1769948089-881","https://www.bigc.co.th/category/beverages?limit=100&page=23","","219.00","ทิวลิป ผงโกโก้ 100% สีเข้ม 440 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8850939200024/thumbnail/8850939200024_1-20251030172816-.jpg"
"1769948089-882","https://www.bigc.co.th/category/beverages?limit=100&page=23","","55.00","เพียวริคุ น้ำผลไม้รวม (องุ่นขาว,องุ่นแดง,มิกซ์เบอร์รี) 22 % ผสมชาขาว กลิ่นมิกซ์เบอร์รี 350 มล. x 6 ขวด","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/49/88/8850228001349/thumbnail/8850228001349_1-20260123163633-.jpg"
"1769948089-883","https://www.bigc.co.th/category/beverages?limit=100&page=23","","89.00","ทรูสเลน คอฟฟี่พลัส กาแฟสำเร็จรูป รสคาปูชิโน่ 17 ก. แพ็ค 8 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/18/88/8858952802218/thumbnail/8858952802218_1-20241007175122-.jpg"
"1769948089-884","https://www.bigc.co.th/category/beverages?limit=100&page=23","","29.00","เอส โคโค่แมนซี่ น้ำอัดลม กลิ่นมะพร้าวส้มคาลาแมนซี่ 1.6 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/47/88/8851952181147/thumbnail/8851952181147_1-20250403080622-.jpg"
"1769948089-885","https://www.bigc.co.th/category/beverages?limit=100&page=23","","90.00","ตรามือ ชาเขียวผงปรุงสำเร็จ ชนิดถุง 200 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/15/88/8850370071115/thumbnail/8850370071115_1-20221214112555-.jpg"
"1769948089-886","https://www.bigc.co.th/category/beverages?limit=100&page=23","","199.00","ยูซีซี โรสต์ มาสเตอร์ กาแฟคั่วบด เอสเพรสโซ 250 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/06/88/8859449800106/thumbnail/8859449800106_1-20230815115345-.jpg"
"1769948089-887","https://www.bigc.co.th/category/beverages?limit=100&page=23","","785.00","เฮลซ์บลูบอย น้ำหวานเข้มข้น กลิ่นสละ 710 มล. แพ็ค 12","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/90/88/8850423001090/thumbnail/8850423001090_1-20250811160043-.jpg"
"1769948089-888","https://www.bigc.co.th/category/beverages?limit=100&page=23","","39.00","ไมโล แอคทิฟ-โก เครื่องดื่มช็อกโกแลตมอลต์ชนิดผง 120 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/77/88/8850127010077/thumbnail/8850127010077_1-20250620084025-.jpg"
"1769948089-889","https://www.bigc.co.th/category/beverages?limit=100&page=23","","27.00","มิรินด้า น้ำอัดลม กลิ่นส้ม ขนาด 1.45 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/51/88/8858998582051/8858998582051_2-20240305102431-.jpg"
"1769948089-890","https://www.bigc.co.th/category/beverages?limit=100&page=23","","76.00","ระมิงค์ ชาจีนอบดอกมะลิชนิดใบ 70 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8850391122124/thumbnail/8850391122124_6.jpg"
"1769948089-891","https://www.bigc.co.th/category/beverages?limit=100&page=23","","60.00","โกโก้ดัทช์ เครื่องดื่มโกโก้ปรุงสำเร็จชนิดผง 3IN1 ขนาด 110 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/01/88/8850639004601/thumbnail/8850639004601_1-20241107182049-.jpg"
"1769948089-892","https://www.bigc.co.th/category/beverages?limit=100&page=23","","215.00","โอเชี่ยนสเปรย์ แครนเบอร์รี่ คลาสสิก 1000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/81/00/0031200449481/thumbnail/0031200449481_1-20240125104716-.jpg"
"1769948089-893","https://www.bigc.co.th/category/beverages?limit=100&page=23","","439.00","กระทิงแดง เอ็กซ์ตร้า ซิงค์ เครื่องดื่มชูกำลัง 145 มล.แพ็ค 50","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/66/88/8850228011966/thumbnail/8850228011966_1-20250626111414-.jpg"
"1769948089-894","https://www.bigc.co.th/category/beverages?limit=100&page=23","","97.00","ระมิงค์ ชาเขียวญี่ปุ่น 10 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/88/8850391131119/thumbnail/8850391131119_1-20241230103341-.jpg"
"1769948089-895","https://www.bigc.co.th/category/beverages?limit=100&page=23","","53.00","ฮอทต้า ขิงผง 100% 35 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/39/88/8850369034039/thumbnail/8850369034039_1-20231101134354-.jpg"
"1769948089-896","https://www.bigc.co.th/category/beverages?limit=100&page=23","","115.00","เขาช่อง โอเลี้ยง 3 อิน 1 400 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/84/88/8859102131684/thumbnail/8859102131684_1-20241007163803-.jpg"
"1769948089-897","https://www.bigc.co.th/category/beverages?limit=100&page=23","","85.00","ซองเดอร์ เครื่องดื่มธัญญาหาร ผสมงาดำ รสจืด 250 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/57/88/8856977009957/thumbnail/8856977009957_1-20241112155733-.jpg"
"1769948089-898","https://www.bigc.co.th/category/beverages?limit=100&page=23","","75.00","เอส เครื่องดื่มอัดลม กลิ่นเกรปเบอร์รี่ 325 ล. x 6 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/28/88/8851952117528/thumbnail/8851952117528_1-20250305114006-.jpg"
"1769948089-899","https://www.bigc.co.th/category/beverages?limit=100&page=23","","289.00","แบรนด์ จินเซนโนไซด์ โปร 100 มล. แพ็ค 8 ขวด","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/16/88/8852001105916/thumbnail/8852001105916_1-20240815132814-.jpg"
"1769948089-900","https://www.bigc.co.th/category/beverages?limit=100&page=23","","150.00","คาร์เนชัน ครีมเทียมข้นหวาน 388 ก. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/56/88/8850124044556/8850124044556_3-20240612161305-.jpg"
"1769948089-901","https://www.bigc.co.th/category/beverages?limit=100&page=23","","220.00","บอนกาแฟ ซิกเนเจอร์เบลนด์ คาเฟ่ คลาสสิก้า กาแฟแท้ชนิดเม็ด 250 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/82/88/8850287001182/thumbnail/8850287001182_1-20250326113359-.jpg"
"1769948089-902","https://www.bigc.co.th/category/beverages?limit=100&page=23","","234.00","อิโตเอ็น ชาเขียวญี่ปุ่นชนิดผง โออิ โอชา ซาร่าซาร่า 40 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/92/49/4901085015292/thumbnail/4901085015292_1-20241111142815-.jpg"
"1769948089-903","https://www.bigc.co.th/category/beverages?limit=100&page=23","","45.00","ซองเดอร์ เครื่องดื่มธัญพืชโฮลเกรน 8 ชนิด ผสมงาดำหวานน้อย 25 ก. x 5 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/21/88/8856977000121/thumbnail/8856977000121_1-20241112155733-.jpg"
"1769948089-904","https://www.bigc.co.th/category/beverages?limit=100&page=23","","380.00","เบอร์ดี้ กาแฟปรุงสำเร็จพร้อมดื่ม เอสเปรสโซ แบบกระป๋อง 170 มล. แพ็ค 30","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/88/8850250376019/thumbnail/8850250376019_1-20250804160039-.jpg"
"1769948089-905","https://www.bigc.co.th/category/beverages?limit=100&page=23","","17.00","วิตอะเดย์ วิตามินวอเตอร์ เครื่องดื่มน้ำเก๊กฮวยผสมวิตามินบีรวม 100% กลิ่นเก๊กฮวย 480 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/08/88/8859015702308/thumbnail/8859015702308.jpg"
"1769948089-906","https://www.bigc.co.th/category/beverages?limit=100&page=23","","129.00","มายด์แอนด์ครีมมี่ ครีมเทียม 800 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/41/88/8850390031441/thumbnail/8850390031441_1-20241018192102-.jpg"
"1769948089-907","https://www.bigc.co.th/category/beverages?limit=100&page=23","","18.00","เซ็ปเป้ บิวติ เจลลี่ ขนมเยลลี่คาราจีแนนและบุก ผสมคอลลาเจน 1000 มก. 150 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/71/88/8850389302071/thumbnail/8850389302071_1-20221219165346-.jpg"
"1769948089-908","https://www.bigc.co.th/category/beverages?limit=100&page=23","","365.00","สก๊อต กระเช้าเครื่องดื่มซุปไก่สกัด รุ่น C","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/95/88/8852007907095/thumbnail/8852007907095_1-20251015120104-.jpg"
