web_scraper_order,web_scraper_start_url,pagination-selector,price,data,price2,image
"1770050955-41","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","20.00","ตะวัน ข้าวเกรียบ รสสาหร่ายทรงเครื่อง 56 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/63/88/8850718807963/thumbnail/8850718807963_1-20250619152609-.jpg"
"1770050955-42","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","50.00","คอนเน่ ขนมข้าวโพดกรอบ รสเข้มข้น 12 ก. แพ็ค 12","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/11/88/8851727903011/thumbnail/8851727903011_1-20240927143325-.jpg"
"1770050955-43","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","22.00","เดนทีน ชูการ์ฟรี วอเตอร์เมลอน หมากฝรั่ง ปราศจากน้ำตาล กลิ่นแตงโม 21.6 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/04/88/8850338034404/thumbnail/8850338034404_1-20250627004704-.jpg"
"1770050955-44","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","31.00","เลย์ ร็อค มันฝรั่งแท้ทอดกรอบแผ่นหยัก รสหมึกย่างฮอตชิลลี่ 69 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/76/88/8850718803576/thumbnail/8850718803576_1-20260129150749-.jpg"
"1770050955-45","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","77.00","เดนิสา เทรดิชันนอล บัตเตอร์คุกกี้ 200 ก.","฿85.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/64/89/8996001303764/thumbnail/8996001303764_1-20240905115238-.jpg"
"1770050955-46","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","6.00","จูปาจุ๊ปส์ อมยิ้ม ทังเพ้นท์เทอร์ กลิ่นผลไม้ 11 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/25/89/8935001710325/thumbnail/8935001710325.jpg"
"1770050955-47","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","47.00","เทสโต มันฝรั่งแท้ทอดกรอบชนิดแผ่นเรียบ รสสาหร่ายญี่ปุ่น 11 ก. แพ็ค 12","฿50.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/06/88/8851004417606/thumbnail/8851004417606_1-20240930142020-.jpg"
"1770050955-48","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","5.00","จูปาจุ๊ปส์ อมยิ้ม 11 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/10/69/6920890700610/thumbnail/6920890700610_4-20230529171055-.jpg"
"1770050955-49","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","15.00","สกิตเทิลส์ ลูกอมกลิ่นผลไม้ แบบหลอด 30 ก.","฿25.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/87/95/9555192506287/9555192506287_1-20240520121903-.jpg"
"1770050955-50","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","51.00","ยูโร่ พัฟเค้กสอดไส้ครีมใบเตย 204 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/94/88/8850425007694/thumbnail/8850425007694_1-20250610165342-.jpg"
