web_scraper_order,web_scraper_start_url,pagination-selector,price,data,price2,image
"1770054931-30","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","55.00","สตาร์ จากัวร์ ผลิตภัณฑ์เสริมอาหาร 1 เม็ด","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/40/88/8859596271040/thumbnail/8859596271040_1-20250109094352-.jpg"
"1770054931-31","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","79.00","จีลัคกี้ หน้ากากอนามัย 3 มิติ แผ่นกรอง 3 ชั้น x 40 ชิ้น สีขาว","฿99.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/65/88/8857127150765/thumbnail/8857127150765.jpg"
"1770054931-32","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","89.00","โมริฮาน่า วิตามินซี พลัส กลูต้า เซรั่มสำหรับผิวหน้า 30 มล.","฿99.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/41/20/2000006888341/thumbnail/2000006888341_1-20231025162653-.jpg"
"1770054931-33","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","240.00","อินเตอร์ฟาร์มา มัลติวิตามิน 20 เม็ด","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/51/88/8857122849251/thumbnail/8857122849251.jpg"
"1770054931-34","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","99.00","เพรียว เซ็นซิทีฟ เว็ทไวพ์ 80 ชิ้น","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/07/88/8858843205807/thumbnail/8858843205807_1-20231026192104-.jpg"
"1770054931-35","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","49.00","เพรียว เซ็นซิทีฟ เว็ทไวพ์ 30 ชิ้น","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/91/88/8858843205791/thumbnail/8858843205791_1-20231026192100-.jpg"
"1770054931-36","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","89.00","โมริฮาน่า โฟมล้างหน้า ซากุระเพิร์ล 100 ก.","฿99.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/32/88/8857127990132/thumbnail/8857127990132_1-20230817184405-.jpg"
"1770054931-37","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","25.00","เซียงเพียว อิ๊ว ยาหม่องน้ำ สูตร 1 ขนาด 3 ซีซี","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/30/88/8850109001130/thumbnail/8850109001130_1-20251127154727-.jpg"
"1770054931-38","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","65.00","คลีนแอนด์แคร์ นอร์มอลแคร์ 500 มล.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/13/88/8854060615313/thumbnail/8854060615313_0-20251002152827-.jpg"
"1770054931-39","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","38.00","ยันฮี เรด ลิฟติ้ง เซรั่ม 7 ก.","฿59.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/09/88/8854609011309/thumbnail/8854609011309_1-20250515170501-.jpg"
